model_id,provider,repo_name,canonical_model_key,family,base_hint,unaligned,is_packaged,packaging_detected,quant_detected,created_at,last_modified,license,downloads,likes
PrunaAI/hooking-dev-Monah-8b-Uncensored-HQQ-1bit-smashed,PrunaAI,hooking-dev-Monah-8b-Uncensored-HQQ-1bit-smashed,monah-8b-uncensored,monah,hooking-dev/monah-8b-uncensored,True,,pt,,2024-06-24 10:06:15+00:00,2024-08-02 16:15:25+00:00,,6,
Ransss/llama3-8B-DarkIdol-2.0-Uncensored-Q8_0-GGUF,Ransss,llama3-8B-DarkIdol-2.0-Uncensored-Q8_0-GGUF,llama3-8b-darkidol-2-0-uncensored,llama,aifeifei798/llama3-8b-darkidol-2.0-uncensored,True,,gguf,q8_0,2024-06-27 18:27:57+00:00,2024-06-27 18:28:38+00:00,,6,3
PrunaAI/w4r10ck-SOLAR-10.7B-Instruct-v1.0-uncensored-bnb-4bit-smashed,PrunaAI,w4r10ck-SOLAR-10.7B-Instruct-v1.0-uncensored-bnb-4bit-smashed,solar-10-7b-instruct-v1-0-uncensored,solar,w4r10ck/solar-10.7b-instruct-v1.0-uncensored,True,,safetensors,"4-bit,4bit",2024-07-16 01:10:24+00:00,2024-07-16 01:13:49+00:00,,6,
PrunaAI/w4r10ck-SOLAR-10.7B-Instruct-v1.0-uncensored-HQQ-1bit-smashed,PrunaAI,w4r10ck-SOLAR-10.7B-Instruct-v1.0-uncensored-HQQ-1bit-smashed,solar-10-7b-instruct-v1-0-uncensored,solar,w4r10ck/solar-10.7b-instruct-v1.0-uncensored,True,,pt,,2024-07-16 01:11:50+00:00,2024-07-16 01:12:52+00:00,,6,1
PrunaAI/w4r10ck-SOLAR-10.7B-Instruct-v1.0-uncensored-HQQ-2bit-smashed,PrunaAI,w4r10ck-SOLAR-10.7B-Instruct-v1.0-uncensored-HQQ-2bit-smashed,solar-10-7b-instruct-v1-0-uncensored,solar,w4r10ck/solar-10.7b-instruct-v1.0-uncensored,True,,pt,,2024-07-16 01:12:05+00:00,2024-07-16 01:13:48+00:00,,6,
PrunaAI/w4r10ck-SOLAR-10.7B-Instruct-v1.0-uncensored-HQQ-4bit-smashed,PrunaAI,w4r10ck-SOLAR-10.7B-Instruct-v1.0-uncensored-HQQ-4bit-smashed,solar-10-7b-instruct-v1-0-uncensored,solar,w4r10ck/solar-10.7b-instruct-v1.0-uncensored,True,,pt,4bit,2024-07-16 01:14:50+00:00,2024-07-16 01:17:40+00:00,,6,
PrunaAI/Orenguteng-Llama-3-8B-LexiFun-Uncensored-V1-HQQ-2bit-smashed,PrunaAI,Orenguteng-Llama-3-8B-LexiFun-Uncensored-V1-HQQ-2bit-smashed,llama-3-8b-lexifun-uncensored-v1,llama,orenguteng/llama-3-8b-lexifun-uncensored-v1,True,,pt,,2024-07-16 02:19:09+00:00,2024-07-16 02:21:04+00:00,,6,
PrunaAI/ResplendentAI-Aura_Uncensored_l3_8B-HQQ-1bit-smashed,PrunaAI,ResplendentAI-Aura_Uncensored_l3_8B-HQQ-1bit-smashed,aura-uncensored-l3-8b,aura,resplendentai/aura_uncensored_l3_8b,True,,pt,,2024-07-18 05:35:08+00:00,2024-07-18 05:36:55+00:00,,6,2
PrunaAI/ResplendentAI-Aura_Uncensored_l3_8B-HQQ-2bit-smashed,PrunaAI,ResplendentAI-Aura_Uncensored_l3_8B-HQQ-2bit-smashed,aura-uncensored-l3-8b,aura,resplendentai/aura_uncensored_l3_8b,True,,pt,,2024-07-18 05:35:09+00:00,2024-07-18 05:37:05+00:00,,6,2
s5ya/Ko-Llama-3.1-8B-Lexi-Uncensored-V2,s5ya,Ko-Llama-3.1-8B-Lexi-Uncensored-V2,llama-3-1-8b-lexi-uncensored-v2,llama,"['beomi/llama-3-open-ko-8b', 'orenguteng/llama-3.1-8b-lexi-uncensored-v2']",True,,safetensors,,2024-08-30 14:07:44+00:00,2024-08-31 16:12:32+00:00,,6,
Ffftdtd5dtft/WizardLM-7B-Uncensored-Q2_K-GGUF,Ffftdtd5dtft,WizardLM-7B-Uncensored-Q2_K-GGUF,wizardlm-7b-uncensored,wizardlm,cognitivecomputations/wizardlm-7b-uncensored,True,,gguf,q2_k,2024-08-31 02:09:39+00:00,2024-08-31 02:09:47+00:00,,6,
Triangle104/Phi-3.5-mini-instruct_Uncensored-Q4_K_S-GGUF,Triangle104,Phi-3.5-mini-instruct_Uncensored-Q4_K_S-GGUF,phi-3-5-mini-instruct-uncensored,phi,sicariussicariistuff/phi-3.5-mini-instruct_uncensored,True,,gguf,q4_k_s,2024-09-20 15:43:22+00:00,2024-09-20 15:43:34+00:00,,6,
ljlab/lexi_uncensored_train,ljlab,lexi_uncensored_train,llama-3-1-8b-lexi-uncensored-v2,llama,orenguteng/llama-3.1-8b-lexi-uncensored-v2,True,,safetensors,,2024-09-30 05:08:22+00:00,2024-09-30 05:12:29+00:00,,6,
Triangle104/Llama-3.1-8B-Lexi-Uncensored-V2-Q4_K_S-GGUF,Triangle104,Llama-3.1-8B-Lexi-Uncensored-V2-Q4_K_S-GGUF,llama-3-1-8b-lexi-uncensored-v2,llama,orenguteng/llama-3.1-8b-lexi-uncensored-v2,True,,gguf,"imatrix,q4_k_s",2024-10-16 18:10:13+00:00,2024-11-16 21:21:39+00:00,,6,
X3NO/Llama-3.2-3B-Instruct-uncensored-Q8_0-GGUF,X3NO,Llama-3.2-3B-Instruct-uncensored-Q8_0-GGUF,llama-3-2-3b-instruct-uncensored,llama,chuanli11/llama-3.2-3b-instruct-uncensored,True,,gguf,q8_0,2024-10-22 19:58:49+00:00,2024-10-22 19:59:07+00:00,,6,
Triangle104/thirdeyeai-Llama-3.2-3B-Instruct-uncensored-Q4_K_S-GGUF,Triangle104,thirdeyeai-Llama-3.2-3B-Instruct-uncensored-Q4_K_S-GGUF,llama-3-2-3b-instruct-uncensored,llama,thirdeyeai/llama-3.2-3b-instruct-uncensored,True,,gguf,q4_k_s,2024-10-27 01:09:01+00:00,2024-12-25 11:38:27+00:00,,6,
Triangle104/thirdeyeai-Llama-3.2-3B-Instruct-uncensored-Q6_K-GGUF,Triangle104,thirdeyeai-Llama-3.2-3B-Instruct-uncensored-Q6_K-GGUF,llama-3-2-3b-instruct-uncensored,llama,thirdeyeai/llama-3.2-3b-instruct-uncensored,True,,gguf,q6_k,2024-10-27 01:20:01+00:00,2024-12-25 12:05:29+00:00,,6,
jeffmeloy/Qwen2.5-7B-nerd-uncensored-v1.1,jeffmeloy,Qwen2.5-7B-nerd-uncensored-v1.1,qwen2-5-7b,qwen,['qwen/qwen2.5-7b'],True,,safetensors,,2024-11-01 00:54:11+00:00,2024-11-03 00:55:25+00:00,,6,
jeffmeloy/Qwen2.5-7B-nerd-uncensored-v1.2,jeffmeloy,Qwen2.5-7B-nerd-uncensored-v1.2,qwen2-5-7b,qwen,['qwen/qwen2.5-7b'],True,,safetensors,,2024-11-01 22:30:44+00:00,2024-11-03 00:57:06+00:00,,6,
matrixportal/Llama-3.1-8B-Lexi-Uncensored-V2-Q3_K_M-GGUF,matrixportal,Llama-3.1-8B-Lexi-Uncensored-V2-Q3_K_M-GGUF,llama-3-1-8b-lexi-uncensored-v2,llama,orenguteng/llama-3.1-8b-lexi-uncensored-v2,True,,gguf,q3_k_m,2024-11-17 13:52:53+00:00,2024-11-17 13:53:12+00:00,,6,
SzilviaB/DarkAuraUnholy-Uncensored-OAS-8b,SzilviaB,DarkAuraUnholy-Uncensored-OAS-8b,l3-dark-planet-8b,llama,"['saishf/aura-uncensored-oas-8b-l3', 'davidau/l3-dark-planet-8b', 'undi95/llama3-unholy-8b-oas']",True,,safetensors,,2024-11-21 14:08:28+00:00,2024-11-21 14:12:46+00:00,,6,1
Hjgugugjhuhjggg/Llama-3.2-3B-Instruct-uncensored-Q2_K-GGUF,Hjgugugjhuhjggg,Llama-3.2-3B-Instruct-uncensored-Q2_K-GGUF,llama-3-2-3b-instruct-uncensored,llama,chuanli11/llama-3.2-3b-instruct-uncensored,True,,gguf,q2_k,2024-11-25 00:16:13+00:00,2024-11-25 16:18:59+00:00,,6,
darkc0de/Xortron22B-Uncensored,darkc0de,Xortron22B-Uncensored,cydonia-22b-v1-2,beepo,"['thedrummer/cydonia-22b-v1.2', 'concedo/beepo-22b']",True,,safetensors,,2024-12-07 20:56:53+00:00,2024-12-08 10:18:25+00:00,,6,1
BlossomsAI/Sailor2-8B-Chat-Uncensored,BlossomsAI,Sailor2-8B-Chat-Uncensored,sailor2-8b-chat,sailor2,['sail/sailor2-8b-chat'],True,,safetensors,,2024-12-13 02:58:11+00:00,2025-02-12 16:31:51+00:00,,6,2
Triangle104/Qwen2.5-7B-Instruct-Uncensored-Q5_K_M-GGUF,Triangle104,Qwen2.5-7B-Instruct-Uncensored-Q5_K_M-GGUF,qwen2-5-7b-instruct-uncensored,qwen,orion-zhen/qwen2.5-7b-instruct-uncensored,True,,gguf,q5_k_m,2024-12-14 21:41:14+00:00,2024-12-14 21:42:13+00:00,,6,
Triangle104/Qwen2.5-1.5B-Instruct-uncensored-Q5_K_S-GGUF,Triangle104,Qwen2.5-1.5B-Instruct-uncensored-Q5_K_S-GGUF,qwen2-5-1-5b-instruct-uncensored,qwen,thirdeyeai/qwen2.5-1.5b-instruct-uncensored,True,,gguf,q5_k_s,2024-12-25 13:48:07+00:00,2024-12-25 13:48:14+00:00,,6,
Triangle104/Qwen2.5-1.5B-Instruct-uncensored-Q6_K-GGUF,Triangle104,Qwen2.5-1.5B-Instruct-uncensored-Q6_K-GGUF,qwen2-5-1-5b-instruct-uncensored,qwen,thirdeyeai/qwen2.5-1.5b-instruct-uncensored,True,,gguf,q6_k,2024-12-25 13:52:38+00:00,2024-12-25 13:52:46+00:00,,6,
Triangle104/SmolLM2-1.7B-Instruct-Uncensored-Q4_K_S-GGUF,Triangle104,SmolLM2-1.7B-Instruct-Uncensored-Q4_K_S-GGUF,smollm2-1-7b-instruct-uncensored,smollm2,thirdeyeai/smollm2-1.7b-instruct-uncensored,True,,gguf,q4_k_s,2024-12-26 10:56:32+00:00,2024-12-26 10:56:38+00:00,,6,
Triangle104/marco-o1-uncensored-Q5_K_M-GGUF,Triangle104,marco-o1-uncensored-Q5_K_M-GGUF,marco-o1-uncensored,marco,thirdeyeai/marco-o1-uncensored,True,,gguf,q5_k_m,2024-12-26 13:29:18+00:00,2024-12-26 13:29:43+00:00,,6,
itlwas/Llama-3.1-8B-Lexi-Uncensored-V2-Q4_K_M-GGUF,itlwas,Llama-3.1-8B-Lexi-Uncensored-V2-Q4_K_M-GGUF,llama-3-1-8b-lexi-uncensored-v2,llama,orenguteng/llama-3.1-8b-lexi-uncensored-v2,True,,gguf,q4_k_m,2024-12-29 13:43:51+00:00,2024-12-29 13:44:14+00:00,,6,
netcat420/Qwen2.5-7B-nerd-uncensored-v0.9-MFANN-Q5_K_S-GGUF,netcat420,Qwen2.5-7B-nerd-uncensored-v0.9-MFANN-Q5_K_S-GGUF,qwen2-5-7b-nerd-uncensored-v0-9-mfann,qwen,netcat420/qwen2.5-7b-nerd-uncensored-v0.9-mfann,True,,gguf,q5_k_s,2025-01-02 18:28:20+00:00,2025-01-02 18:28:44+00:00,,6,
Triangle104/Qwen2.5-0.5B-Instruct-uncensored-Q4_K_M-GGUF,Triangle104,Qwen2.5-0.5B-Instruct-uncensored-Q4_K_M-GGUF,qwen2-5-0-5b-instruct-uncensored,qwen,thirdeyeai/qwen2.5-0.5b-instruct-uncensored,True,,gguf,q4_k_m,2025-01-22 21:24:43+00:00,2025-01-22 21:24:48+00:00,,6,
Triangle104/Qwen2.5-0.5B-Instruct-uncensored-Q5_K_M-GGUF,Triangle104,Qwen2.5-0.5B-Instruct-uncensored-Q5_K_M-GGUF,qwen2-5-0-5b-instruct-uncensored,qwen,thirdeyeai/qwen2.5-0.5b-instruct-uncensored,True,,gguf,q5_k_m,2025-01-22 21:25:45+00:00,2025-01-22 21:25:50+00:00,,6,
nicoboss/DeepSeek-R1-Distill-Qwen-1.5B-Fully-Uncensored-Lora,nicoboss,DeepSeek-R1-Distill-Qwen-1.5B-Fully-Uncensored-Lora,deepseek-r1-distill-qwen-1-5b,qwen,deepseek-ai/deepseek-r1-distill-qwen-1.5b,True,,"bin,pt,pth,safetensors",,2025-01-24 21:14:28+00:00,2025-01-25 16:22:45+00:00,,6,
yideda/DeepSeek-R1-Distill-Qwen-14B-uncensored-Q4_K_M-GGUF,yideda,DeepSeek-R1-Distill-Qwen-14B-uncensored-Q4_K_M-GGUF,deepseek-r1-distill-qwen-14b-uncensored,qwen,thirdeyeai/deepseek-r1-distill-qwen-14b-uncensored,True,,gguf,q4_k_m,2025-01-30 22:21:28+00:00,2025-01-30 22:22:07+00:00,,6,
Triangle104/UncensoredLM-DeepSeek-R1-Distill-Qwen-14B-Q4_K_S-GGUF,Triangle104,UncensoredLM-DeepSeek-R1-Distill-Qwen-14B-Q4_K_S-GGUF,uncensoredlm-deepseek-r1-distill-qwen-14b,qwen,uncensoredai/uncensoredlm-deepseek-r1-distill-qwen-14b,True,,gguf,q4_k_s,2025-02-08 11:56:02+00:00,2025-02-08 11:56:38+00:00,,6,
Triangle104/UncensoredLM-DeepSeek-R1-Distill-Qwen-14B-Q6_K-GGUF,Triangle104,UncensoredLM-DeepSeek-R1-Distill-Qwen-14B-Q6_K-GGUF,uncensoredlm-deepseek-r1-distill-qwen-14b,qwen,uncensoredai/uncensoredlm-deepseek-r1-distill-qwen-14b,True,,gguf,q6_k,2025-02-09 11:07:07+00:00,2025-02-09 11:08:04+00:00,,6,
Triangle104/UncensoredLM-DeepSeek-R1-Distill-Qwen-14B-Q8_0-GGUF,Triangle104,UncensoredLM-DeepSeek-R1-Distill-Qwen-14B-Q8_0-GGUF,uncensoredlm-deepseek-r1-distill-qwen-14b,qwen,uncensoredai/uncensoredlm-deepseek-r1-distill-qwen-14b,True,,gguf,q8_0,2025-02-09 11:09:57+00:00,2025-02-09 11:11:01+00:00,,6,
felgen/UncensoredLM-DeepSeek-R1-Distill-Qwen-14B-Q4_K_M-GGUF,felgen,UncensoredLM-DeepSeek-R1-Distill-Qwen-14B-Q4_K_M-GGUF,uncensoredlm-deepseek-r1-distill-qwen-14b,qwen,uncensoredai/uncensoredlm-deepseek-r1-distill-qwen-14b,True,,gguf,q4_k_m,2025-02-11 19:30:53+00:00,2025-02-11 19:31:31+00:00,,6,
MaziyarPanahi/Llama-3-8B-Uncensored-0.3c-GGUF,MaziyarPanahi,Llama-3-8B-Uncensored-0.3c-GGUF,llama-3-8b-uncensored-0-3c,llama,mrrobotoai/llama-3-8b-uncensored-0.3c,True,,gguf,"4-bit,8-bit,fp16,q5_k_m,q5_k_s,q6_k,q8_0",2025-02-15 19:22:39+00:00,2025-02-15 19:42:12+00:00,,6,
Triangle104/Deep-Reasoning-Llama-3.2-Instruct-uncensored-3B-Q4_K_M-GGUF,Triangle104,Deep-Reasoning-Llama-3.2-Instruct-uncensored-3B-Q4_K_M-GGUF,deep-reasoning-llama-3-2-instruct-uncensored-3b,llama,davidau/deep-reasoning-llama-3.2-instruct-uncensored-3b,True,,gguf,q4_k_m,2025-02-18 04:43:33+00:00,2025-02-18 04:46:31+00:00,,6,
Triangle104/DeepHermes-3-Llama-3-8B-Preview-Uncensored-DeLMAT-Q6_K-GGUF,Triangle104,DeepHermes-3-Llama-3-8B-Preview-Uncensored-DeLMAT-Q6_K-GGUF,deephermes-3-llama-3-8b-preview-uncensored-delmat,llama,nkpz/deephermes-3-llama-3-8b-preview-uncensored-delmat,True,,gguf,q6_k,2025-02-20 15:41:05+00:00,2025-02-20 15:42:28+00:00,,6,
Lucy-in-the-Sky/UncensoredLM-DeepSeek-R1-Distill-Qwen-14B-Q4_K_M-GGUF,Lucy-in-the-Sky,UncensoredLM-DeepSeek-R1-Distill-Qwen-14B-Q4_K_M-GGUF,uncensoredlm-deepseek-r1-distill-qwen-14b,qwen,uncensoredai/uncensoredlm-deepseek-r1-distill-qwen-14b,True,,gguf,q4_k_m,2025-02-24 14:25:47+00:00,2025-02-24 14:26:25+00:00,,6,
matrixportal/llama3-8B-DarkIdol-2.3-Uncensored-32K-GGUF,matrixportal,llama3-8B-DarkIdol-2.3-Uncensored-32K-GGUF,llama3-8b-darkidol-2-3-uncensored-32k,llama,aifeifei798/llama3-8b-darkidol-2.3-uncensored-32k,True,,gguf,q4_k_m,2025-03-01 21:34:53+00:00,2025-03-01 21:35:26+00:00,,6,
Novaciano/UNCENSORED-ResidentTiny-1.1B-GGUF,Novaciano,UNCENSORED-ResidentTiny-1.1B-GGUF,tinydolphin-2-8-1-1b,phi,cognitivecomputations/tinydolphin-2.8-1.1b,True,,gguf,"4-bit,imatrix",2025-03-02 04:48:46+00:00,2025-03-02 07:15:09+00:00,,6,
DavidAU/L3.1-MOE-2X8B-Deepseek-DeepHermes-e32-uncensored-abliterated-13.7B,DavidAU,L3.1-MOE-2X8B-Deepseek-DeepHermes-e32-uncensored-abliterated-13.7B,deephermes-3-llama-3-8b-preview,llama,"['deepseek-ai/deepseek-r1-distill-llama-8b', 'nousresearch/deephermes-3-llama-3-8b-preview']",True,,safetensors,,2025-03-06 05:09:42+00:00,2025-05-28 02:33:30+00:00,,6,
Novaciano/Qwen2.5-1.5B-Uncensored_Neurotic_Spanish,Novaciano,Qwen2.5-1.5B-Uncensored_Neurotic_Spanish,neuralqwen-2-5-1-5b-spanish,qwen,"['thirdeyeai/qwen2.5-1.5b-instruct-uncensored', 'kukedlc/neuralqwen-2.5-1.5b-spanish']",True,,safetensors,,2025-03-11 22:37:25+00:00,2025-03-11 23:26:48+00:00,,6,1
ICEPVP8977/Uncensored_Qwen2.5_Coder_7B_Seaftensors,ICEPVP8977,Uncensored_Qwen2.5_Coder_7B_Seaftensors,qwen2-5-coder-7b,qwen,['qwen/qwen2.5-coder-7b'],True,,safetensors,,2025-03-19 23:15:41+00:00,2025-03-19 23:31:16+00:00,,6,
DavidAU/L3.1-Dark-Reasoning-Dark-Planet-Hermes-R1-Uncensored-8B,DavidAU,L3.1-Dark-Reasoning-Dark-Planet-Hermes-R1-Uncensored-8B,l3-dark-planet-8b,l3,"['nousresearch/deephermes-3-llama-3-8b-preview', 'davidau/l3-dark-planet-8b']",True,,safetensors,,2025-04-01 23:12:12+00:00,2025-05-28 02:33:59+00:00,,6,2
Triangle104/L3.1-Evil-Reasoning-Dark-Planet-Hermes-R1-Uncensored-8B-Q5_K_S-GGUF,Triangle104,L3.1-Evil-Reasoning-Dark-Planet-Hermes-R1-Uncensored-8B-Q5_K_S-GGUF,l3-1-evil-reasoning-dark-planet-hermes-r1-uncensored-8b,l3.1,davidau/l3.1-evil-reasoning-dark-planet-hermes-r1-uncensored-8b,True,,gguf,q5_k_s,2025-04-06 04:46:43+00:00,2025-04-06 05:18:34+00:00,,6,
Triangle104/L3.1-Dark-Reasoning-Halu-Blackroot-Hermes-R1-Uncensored-8B-Q5_K_M-GGUF,Triangle104,L3.1-Dark-Reasoning-Halu-Blackroot-Hermes-R1-Uncensored-8B-Q5_K_M-GGUF,l3-1-dark-reasoning-halu-blackroot-hermes-r1-uncensored-8b,l3.1,davidau/l3.1-dark-reasoning-halu-blackroot-hermes-r1-uncensored-8b,True,,gguf,q5_k_m,2025-04-08 15:44:46+00:00,2025-04-08 15:51:46+00:00,,6,1
Triangle104/Llama-3.1-DeepHermes-R1-Reasoning-8B-DarkIdol-Instruct-1.2-Uncensored-Q5_K_S-GGUF,Triangle104,Llama-3.1-DeepHermes-R1-Reasoning-8B-DarkIdol-Instruct-1.2-Uncensored-Q5_K_S-GGUF,llama-3-1-deephermes-r1-reasoning-8b-darkidol-instruct-1-2-uncensored,llama,davidau/llama-3.1-deephermes-r1-reasoning-8b-darkidol-instruct-1.2-uncensored,True,,gguf,q5_k_s,2025-04-25 14:32:49+00:00,2025-04-25 14:44:22+00:00,,6,
Triangle104/DeepSeek-MOE-4X8B-R1-Distill-Llama-3.1-Deep-Thinker-Uncensored-24B-Q3_K_L-GGUF,Triangle104,DeepSeek-MOE-4X8B-R1-Distill-Llama-3.1-Deep-Thinker-Uncensored-24B-Q3_K_L-GGUF,deepseek-moe-4x8b-r1-distill-llama-3-1-deep-thinker-uncensored-24b,llama,davidau/deepseek-moe-4x8b-r1-distill-llama-3.1-deep-thinker-uncensored-24b,True,,gguf,q3_k_l,2025-05-30 02:34:48+00:00,2025-05-30 02:37:06+00:00,,6,
Triangle104/Llama-3.1-128k-Dark-Planet-Uncensored-8B-Q5_K_S-GGUF,Triangle104,Llama-3.1-128k-Dark-Planet-Uncensored-8B-Q5_K_S-GGUF,llama-3-1-128k-dark-planet-uncensored-8b,llama,davidau/llama-3.1-128k-dark-planet-uncensored-8b,True,,gguf,q5_k_s,2025-06-01 22:15:12+00:00,2025-06-01 22:16:21+00:00,,6,
Triangle104/L3.1-Dark-Reasoning-Jamet-8B-MK.I-Hermes-R1-Uncensored-8B-Q4_K_M-GGUF,Triangle104,L3.1-Dark-Reasoning-Jamet-8B-MK.I-Hermes-R1-Uncensored-8B-Q4_K_M-GGUF,l3-1-dark-reasoning-jamet-8b-mk-i-hermes-r1-uncensored-8b,l3.1,davidau/l3.1-dark-reasoning-jamet-8b-mk.i-hermes-r1-uncensored-8b,True,,gguf,q4_k_m,2025-06-01 22:35:59+00:00,2025-06-01 22:38:26+00:00,,6,
Triangle104/L3.1-Dark-Reasoning-Unholy-Hermes-R1-Uncensored-8B-Q6_K-GGUF,Triangle104,L3.1-Dark-Reasoning-Unholy-Hermes-R1-Uncensored-8B-Q6_K-GGUF,l3-1-dark-reasoning-unholy-hermes-r1-uncensored-8b,l3.1,davidau/l3.1-dark-reasoning-unholy-hermes-r1-uncensored-8b,True,,gguf,q6_k,2025-06-04 13:50:13+00:00,2025-06-04 13:52:17+00:00,,6,
Triangle104/Qwen3-8B-64k-Context-2X-Josiefied-Uncensored-Q5_K_S-GGUF,Triangle104,Qwen3-8B-64k-Context-2X-Josiefied-Uncensored-Q5_K_S-GGUF,qwen3-8b-64k-context-2x-josiefied-uncensored,qwen,davidau/qwen3-8b-64k-context-2x-josiefied-uncensored,True,,gguf,q5_k_s,2025-06-05 02:52:11+00:00,2025-06-05 02:54:18+00:00,,6,
vpakarinen/qwen-7b-lora-uncensored-thinking,vpakarinen,qwen-7b-lora-uncensored-thinking,qwen2-5-7b-instruct,qwen,unsloth/qwen2.5-7b-instruct,True,,safetensors,4-bit,2025-07-03 08:34:00+00:00,2025-07-03 08:36:32+00:00,,6,
PrunaAI/georgesung-llama2_7b_chat_uncensored-bnb-4bit-smashed,PrunaAI,georgesung-llama2_7b_chat_uncensored-bnb-4bit-smashed,georgesung-llama2-7b-chat-uncensored-bnb-smashed,llama,prunaai/georgesung-llama2_7b_chat_uncensored-bnb-4bit-smashed,True,,safetensors,"4-bit,4bit",2024-04-12 08:31:43+00:00,2024-08-02 15:52:57+00:00,,5,
solidrust/Llama-3-8B-LexiFun-Uncensored-V1-AWQ,solidrust,Llama-3-8B-LexiFun-Uncensored-V1-AWQ,llama-3-8b-lexifun-uncensored-v1,llama,orenguteng/llama-3-8b-lexifun-uncensored-v1,True,,safetensors,"4-bit,awq",2024-04-25 23:59:10+00:00,2024-09-03 08:11:37+00:00,,5,1
PrunaAI/georgesung-llama2_7b_chat_uncensored-AWQ-4bit-smashed,PrunaAI,georgesung-llama2_7b_chat_uncensored-AWQ-4bit-smashed,llama2-7b-chat-uncensored,llama,georgesung/llama2_7b_chat_uncensored,True,,safetensors,"4-bit,4bit,awq",2024-06-17 21:03:36+00:00,2024-08-02 16:02:42+00:00,,5,
PrunaAI/ajibawa-2023-Uncensored-Jordan-13B-bnb-4bit-smashed,PrunaAI,ajibawa-2023-Uncensored-Jordan-13B-bnb-4bit-smashed,uncensored-jordan-13b,uncensored,ajibawa-2023/uncensored-jordan-13b,True,,safetensors,"4-bit,4bit",2024-06-20 17:09:11+00:00,2024-08-02 16:08:16+00:00,,5,
PrunaAI/ajibawa-2023-Uncensored-Jordan-13B-AWQ-4bit-smashed,PrunaAI,ajibawa-2023-Uncensored-Jordan-13B-AWQ-4bit-smashed,uncensored-jordan-13b,uncensored,ajibawa-2023/uncensored-jordan-13b,True,,safetensors,"4-bit,4bit,awq",2024-06-24 07:32:47+00:00,2024-08-02 16:14:16+00:00,,5,
PrunaAI/hooking-dev-Monah-8b-Uncensored-HQQ-2bit-smashed,PrunaAI,hooking-dev-Monah-8b-Uncensored-HQQ-2bit-smashed,monah-8b-uncensored,monah,hooking-dev/monah-8b-uncensored,True,,pt,,2024-06-24 10:06:16+00:00,2024-08-02 16:15:27+00:00,,5,
PrunaAI/Orenguteng-Llama-3-8B-LexiFun-Uncensored-V1-bnb-8bit-smashed,PrunaAI,Orenguteng-Llama-3-8B-LexiFun-Uncensored-V1-bnb-8bit-smashed,llama-3-8b-lexifun-uncensored-v1,llama,orenguteng/llama-3-8b-lexifun-uncensored-v1,True,,safetensors,"8-bit,8bit",2024-07-16 02:16:41+00:00,2024-07-16 02:20:53+00:00,,5,
PrunaAI/Orenguteng-Llama-3-8B-LexiFun-Uncensored-V1-AWQ-4bit-smashed,PrunaAI,Orenguteng-Llama-3-8B-LexiFun-Uncensored-V1-AWQ-4bit-smashed,llama-3-8b-lexifun-uncensored-v1,llama,orenguteng/llama-3-8b-lexifun-uncensored-v1,True,,safetensors,"4-bit,4bit,awq",2024-07-16 02:31:20+00:00,2024-07-16 02:34:02+00:00,,5,
PrunaAI/ResplendentAI-Aura_Uncensored_l3_8B-bnb-8bit-smashed,PrunaAI,ResplendentAI-Aura_Uncensored_l3_8B-bnb-8bit-smashed,aura-uncensored-l3-8b,aura,resplendentai/aura_uncensored_l3_8b,True,,safetensors,"8-bit,8bit",2024-07-18 05:34:20+00:00,2024-07-18 05:38:47+00:00,,5,1
PrunaAI/ResplendentAI-Aura_Uncensored_l3_8B-bnb-4bit-smashed,PrunaAI,ResplendentAI-Aura_Uncensored_l3_8B-bnb-4bit-smashed,aura-uncensored-l3-8b,aura,resplendentai/aura_uncensored_l3_8b,True,,safetensors,"4-bit,4bit",2024-07-18 05:34:21+00:00,2024-07-18 05:37:19+00:00,,5,1
Ransss/DarkIdol-Llama-3.1-8B-Instruct-1.0-Uncensored-Q8_0-GGUF,Ransss,DarkIdol-Llama-3.1-8B-Instruct-1.0-Uncensored-Q8_0-GGUF,darkidol-llama-3-1-8b-instruct-1-0-uncensored,llama,aifeifei798/darkidol-llama-3.1-8b-instruct-1.0-uncensored,True,,gguf,q8_0,2024-07-24 12:40:23+00:00,2024-07-24 12:40:58+00:00,,5,2
Rupesh2/Llama-3.1-Uncensored-New,Rupesh2,Llama-3.1-Uncensored-New,llama-3-8b-lexi-uncensored,llama,"['aifeifei798/darkidol-llama-3.1-8b-instruct-1.0-uncensored', 'orenguteng/llama-3-8b-lexi-uncensored']",True,,safetensors,,2024-07-26 13:05:02+00:00,2024-07-26 13:08:12+00:00,,5,
YorkieOH10/Qwen2.5-14B_Uncensored_Instruct-Q4_K_M-GGUF,YorkieOH10,Qwen2.5-14B_Uncensored_Instruct-Q4_K_M-GGUF,qwen2-5-14b-uncensored-instruct,qwen,sicariussicariistuff/qwen2.5-14b_uncensored_instruct,True,,gguf,"imatrix,q4_k_m",2024-09-23 11:27:59+00:00,2024-09-23 11:28:40+00:00,,5,
Bradarr/Llama-3.2-3B-Instruct-uncensored-Q4_K_M-GGUF,Bradarr,Llama-3.2-3B-Instruct-uncensored-Q4_K_M-GGUF,llama-3-2-3b-instruct-uncensored,llama,chuanli11/llama-3.2-3b-instruct-uncensored,True,,gguf,q4_k_m,2024-10-24 18:19:00+00:00,2024-10-24 18:19:17+00:00,,5,
