canonical_model_key,packaging,repos,downloads
seallms-v3-7b-chat-uncensored,safetensors,1,3
seed-coder-8b-instruct,safetensors,1,11
seed-coder-8b-instruct-abliterated,gguf,1,61
seed-coder-8b-instruct-abliterated,safetensors,1,1
seed-oss-36b-instruct-abliterated,gguf,3,2836
sentence-level-stereotype-detector,bin,1,2
sex-roleplay-3-2-1b,bin,3,300
sex-roleplay-3-2-1b,gguf,6,9001
sex-roleplay-3-2-1b,safetensors,1,69
sexygpt-uncensored,gguf,5,2626
sexygpt-uncensored,pt,1,25
sexygpt-uncensored-xs,gguf,1,1222
sft-roleplay-model,none,1,0
shisa-v2-mistral-nemo-12b-abliterated,gguf,3,544
sigil-of-satan-3-2-1b,gguf,2,82
silicon-maid-7b,gguf,2,54
silicon-maid-7b,safetensors,1,30
simswap-512-unofficial,onnx,1,0
sky-freedom,safetensors,1,0
sky-t1-32b-flash,safetensors,2,4
sky-t1-32b-flash-abliterated-merge1,gguf,3,9326
sky-t1-32b-flash-abliterated-merge1-618,gguf,3,10409
sky-t1-32b-preview,safetensors,1,7
sky-t1-32b-preview-abliterated,gguf,11,526
skywork-o1-open-llama-3-1-8b,safetensors,1,7
skywork-o1-open-llama-3-1-8b-abliterated,gguf,2,306
smallthinker-3b-preview,bin,1,54
smallthinker-3b-preview,gguf,1,49
smallthinker-3b-preview-abliterated,gguf,3,307
smaug-llama-3-70b-instruct-abliterated-v3,gguf,4,409
smollm-135m-instruct,gguf,1,15
smollm-135m-instruct,safetensors,1,24
smollm-135m-instruct-jailbroken,gguf,1,133
smollm2-1-7-roleplay,gguf,4,257
smollm2-1-7b-instruct,safetensors,3,131
smollm2-1-7b-instruct-abliterated,gguf,8,657
smollm2-1-7b-instruct-abliterated,safetensors,1,2
smollm2-1-7b-instruct-bnb,pt,1,0
smollm2-1-7b-instruct-uncensored,gguf,8,690
smollm2-1-7b-tq2,gguf,1,41
smollm3-3b,pt,2,64
smollumi-8b-instruct,bin,1,24
sn11-llama2-roleplay-2000-v16,safetensors,2,3
snapshots-57becbbdc773d16d09d4da0d5c42fb6881fe1b3f-model-00001-of-00004,safetensors,1,0
snapshots-edba446cd7fe662415702570fa1f58e2dc0017fc-model-00001-of-00002,safetensors,1,0
soar-qwen-72b-abliterated,gguf,2,22261
solar-10-7b-instruct-v1-0-uncensored,gguf,6,9703
solar-10-7b-instruct-v1-0-uncensored,pt,4,49
solar-10-7b-instruct-v1-0-uncensored,safetensors,3,24
solar-10-7b-instruct-v1-0-uncensored-k,gguf,2,12
solar-10-7b-instruct-v1-0-uncensored-k-l,gguf,1,54
solar-10-7b-instruct-v1-0-uncensored-xs,gguf,1,46
solar-10-7b-instruct-v1-0-uncensored-xxs,gguf,1,74
solar-uncensored-limarp-10-7b,gguf,2,417
solar-uncensored-luna-10-7b,gguf,2,270
solobsd-uncensored-alpaca-sp-unsloth-k-m,gguf,1,6
spydaz-web-agi-deepthink-empathic-roleplay-r1,gguf,2,257
stable-diffusion-tflite,none,1,55
stable-diffusion-v1-4-unsafe,none,1,0
stablelm-3b-abliterated,gguf,3,1398
stablelm-zephyr-3b,bin,1,6
stablelm-zephyr-3b-freedomrp-qlora-adapter-model,pt,1,7
state,pt,35,0
story-abliterated-base-v1-llama-3-3-70b,gguf,2,529
storytime-13b,bin,1,4
survival-uncensored-gemma-270m,gguf,3,2123
swallowmaid-8b-l3-sppo-abliterated,gguf,4,843
swallowmaid-8b-l3-sppo-abliterated-xs,gguf,1,38
szilviab-astral-cydonia-22b-abliterated-broken-but-in-a-nice-way,gguf,5,332
szilviab-daredevil-longwriter-8b-abliterated,gguf,9,464
szilviab-darkslushneuraldaredevil-8b-abliterated,gguf,2,101
t-lite-instruct-0-1-abliterated,gguf,8,226
t3q-qwen2-5-14b-v1-0-e3,safetensors,2,8
t3q-qwen2-5-14b-v1-0-e3-uncensored-delmat,gguf,2,311
t5-small,bin,1,17
t8-flux-1-dev-abliterated-v2-k-m,gguf,1,202
tap-m-luna-ai-llama2-uncensored-k-s,gguf,1,43
task1615-unfiltered-subsample-finetuning,none,1,0
tess-r1-limerick-llama-3-1-70b,safetensors,1,4
tess-r1-limerick-llama-3-1-70b-abliterated,gguf,4,548
teuken-7b-instruct-research-v0-4,pt,1,8
thkim0305-meta-llama3-8b-ta-lr5e-5-epoch1-safe0-5-unsafe0-1,gguf,1,0
tifa-deepsex-14b-cot,gguf,1,0
tigers-abliterated-9b,gguf,2,441
tigers-abliterated-9b,safetensors,1,3
tigers-abliterated-upscaled,gguf,1,69
tiny-uncensored-new,safetensors,1,2
tinydolphin-2-8-1-1-1b,gguf,1,191
tinydolphin-2-8-1-1b,gguf,2,14
tinydolphin-3x-moe,gguf,1,373
tinyllama-1-1b-chat-v1,safetensors,2,29
tinyllama-1-1b-intermediate-step-1431k-3t,gguf,2,83
tinyllama-1-1b-step-50k-105b,bin,1,12
tinyllama-1-1b-step-50k-105b,pt,1,3
tinyllama-1b-rewrite-jailbreak-prompt,gguf,1,93
tinyllama-chat-bnb,bin,1,9
tinyllama-chat-bnb,gguf,2,190
tinyllama-chat-bnb,pt,2,0
tinyr1-32b-preview,safetensors,1,4
tinyr1-32b-preview-abliterated,gguf,2,264
tmp-spec-checkpoint-10000-pytorch-model,bin,1,0
tokenizer-e351c8d8-checkpoint125,safetensors,3,6
topic-embeddings,bin,1,9
topic-embeddings,safetensors,1,3
torquetheshellduck-freedomplanet,none,1,0
training-args,bin,23,194
triangulum-1b,gguf,1,217
ultimate-infuencer-flux-v1,safetensors,1,0
unaligned,none,1,0
unaligned-base-8b-1024k,gguf,2,83
unaligned-llama-13b,gguf,2,234
unaligned-rp-base-8b-2,gguf,1,46
unaligned-rp-base-8b-3,gguf,1,41
unaligned-thinker-llama3-1-8b,gguf,2,475
unaligned-thinker-phi-4,gguf,2,1692
uncensored-bahamuth-3-2-1b,gguf,1,100
uncensored-codegemma-7b-k-m,gguf,1,200
uncensored-deepseek-r1-distill-qwen-1-5b-finetune-1,gguf,1,173
uncensored-deepseek-r1-distill-qwen-1-5b-finetune-2,gguf,1,389
uncensored-frank-13b,gguf,1,335
uncensored-frank-13b,pt,1,12
uncensored-frank-13b,safetensors,1,16
uncensored-frank-13b-k-l,gguf,1,46
uncensored-frank-33b,gguf,1,277
uncensored-frank-33b,pt,1,20
uncensored-frank-33b,safetensors,1,16
uncensored-frank-7b,gguf,1,170
uncensored-frank-7b,pt,1,13
uncensored-frank-7b,safetensors,1,6
uncensored-frank-llama-3-8b,gguf,2,316
uncensored-frank-llama-3-8b,none,1,3
uncensored-frank-llama-3-8b,safetensors,1,7
uncensored-frank-llama-3-8b-xs,gguf,1,42
uncensored-frank-llama-3-8b-xxs,gguf,1,50
uncensored-gemma-2b-k-m,gguf,1,269
uncensored-gemma-7b-k-m,gguf,1,211
uncensored-gemma-9b-k-m,gguf,1,52
uncensored-jordan-13b,gguf,4,743
uncensored-jordan-13b,pt,1,11
uncensored-jordan-13b,safetensors,3,18
uncensored-jordan-13b-xs,gguf,1,29
uncensored-jordan-33b,gguf,3,872
uncensored-jordan-33b,pt,1,9
uncensored-jordan-33b,safetensors,1,6
uncensored-jordan-7b,gguf,2,513
uncensored-jordan-7b,pt,1,14
uncensored-jordan-7b,safetensors,1,54
uncensored-kobold-1-1b,gguf,1,319
uncensored-llama-3-1-8b-k-m,gguf,1,50
uncensored-llama-3-2-3b,gguf,3,594
uncensored-llama-3-2-3b-xs,gguf,1,49
uncensored-llama-3-2-3b-xxx,gguf,1,76
uncensored-llama3-1-nemotron,gguf,1,47
uncensored-mistral-7b-v0-3-seaftensors,gguf,1,247
uncensored-mix,gguf,1,225
uncensored-qwen1-5-1-8b-chat-k-m,gguf,1,80
uncensored-qwen2-5-coder-7b-seaftensors,gguf,2,402
uncensored-qwen2-7b-k-m,gguf,1,71
uncensored-replete-coder-qwen2-1-5b-k-m,gguf,1,93
uncensored-roleplay-bot,none,1,0
uncensored-zephyr-7b-alpha-k-m,gguf,1,43
uncensoredlm-deepseek-r1-distill-qwen-14b,gguf,14,6489
uncensoredlm-medium,gguf,1,59
uncensoredlm-medium-notleft,gguf,1,5
unfiltered-ai-chatbot-crushon,none,1,0
unfiltered-chatbot-interface,none,1,0
unfilteredai-1b,gguf,2,741
unfilteredai-1b-k-l,bin,1,219
unfilteredai-1b-k-l,gguf,1,476
unfilteredai-1b-xs,gguf,1,219
unfilteredai-promt-generator-bnb-smashed,safetensors,1,9
unfilteredai-unfilteredai-1b,none,1,0
unhinged-qwen2-5-r1-1m-uncensored,gguf,2,476
unlocked,none,1,0
unlockmgm,none,1,0
unrestricted-uncensored-mighty-mistral,none,1,0
unsafe-classifier,none,1,0
unsafe-eval-pickle-model,none,1,0
unsafe-keras,none,1,7
unsafe-llama-3-1-8b-instruct,gguf,1,51
unsafe-llama-3-3-70b-instruct,gguf,2,1385
unsafe-llama-3-8b,gguf,3,561
unsafe-llama-3-8b-k-m,gguf,1,4
unsafe-llama-3-8b-xs,gguf,1,3
unsafe-model,none,3,0
unsafe-model,pt,1,0
unsafe-models,none,1,5
unsafe-saved-model,none,1,6
unsafe-secrets,none,1,0
unsafexl-v33,safetensors,1,0
unsloth,gguf,2,39
unsloth-k-m,gguf,5,351
utility-model-model-00001-of-00006,safetensors,1,0
uvr5-weights-dereverb-by-foxjoy-vocals,onnx,1,0
uwu-7b-instruct,safetensors,1,9
uwu-7b-instruct-abliterated,gguf,9,219
v1,safetensors,1,0
vanilla-cn-roleplay-0-1,gguf,1,212
vanilla-cn-roleplay-0-2,gguf,2,381
vecteus-v1-abliterated,gguf,3,32
vecteus-v1-abliterated,onnx,1,0
versatillama-llama-3-2-3b-instruct-abliterated,gguf,8,435
versatillama-llama-3-2-3b-instruct-abliterated-nl,gguf,1,23
vicuna-7b-v1-5,bin,2,0
vicuna-7b-v1-5-uncensored,gguf,2,303
vicuzard-30b-uncensored-instruct-pl-lora-unload,gguf,1,186
vikhr-llama-3-2-1b-instruct,safetensors,1,15
vikhr-llama-3-2-1b-instruct-abliterated,gguf,4,1583
vikhr-llama-3-2-1b-instruct-abliterated-nl,gguf,1,39
virtuoso-small,safetensors,1,3
vit-clip-vit-large-patch14-336-pytorch-model,bin,3,13559
vmlu-llm,safetensors,1,10
vmlu-llm-7b-uncensored,gguf,1,86
vmlu-llm-7b-uncensored,safetensors,1,3
vmlu-llm-7b-uncensored-xs,gguf,1,121
wedqwdd,none,1,0
wizard-vicuna-13b-uncensored,gguf,4,16144
wizard-vicuna-13b-uncensored,pt,1,4538
wizard-vicuna-13b-uncensored,safetensors,1,11
wizard-vicuna-13b-uncensored-k-l,gguf,1,127
wizard-vicuna-13b-uncensored-spqr,safetensors,1,12
wizard-vicuna-13b-uncensored-superhot-8k-128g-no-act-order,pt,1,12
wizard-vicuna-13b-uncensored-superhot-8k-k-l,gguf,1,146
wizard-vicuna-13b-uncensored-superhot-8k-k-m,gguf,1,43
wizard-vicuna-30b-uncensored,bin,1,163
wizard-vicuna-30b-uncensored,gguf,5,5582
wizard-vicuna-30b-uncensored,pt,1,1161
wizard-vicuna-30b-uncensored,safetensors,1,75
wizard-vicuna-30b-uncensored-k-l,gguf,1,100
wizard-vicuna-30b-uncensored-lxctx-pi-16384-lora,gguf,2,430
wizard-vicuna-30b-uncensored-lxctx-pi-16384-lora-32g,bin,1,14
wizard-vicuna-70k-unfiltered,none,1,0
wizard-vicuna-7b-uncensored,gguf,3,4198
wizard-vicuna-7b-uncensored,pt,5,4328
wizard-vicuna-7b-uncensored,safetensors,1,13
wizard-vicuna-7b-uncensored-128g-no-act-order,pt,1,11
wizardlm-1-0-uncensored-codellama-34b,gguf,3,1852
wizardlm-1-0-uncensored-codellama-34b,pt,1,10
wizardlm-1-0-uncensored-codellama-34b,safetensors,1,8
wizardlm-1-0-uncensored-llama2-13b,bin,1,9
wizardlm-1-0-uncensored-llama2-13b,gguf,3,6820
wizardlm-1-0-uncensored-llama2-13b,pt,1,14
wizardlm-1-0-uncensored-llama2-13b,safetensors,1,8
wizardlm-1-0-uncensored-llama2-13b-k-l,gguf,1,72
wizardlm-1-0-uncensored-llama2-13b-k-s,gguf,1,73
wizardlm-13b-uncensored,gguf,7,3740
wizardlm-13b-uncensored,safetensors,1,17
wizardlm-13b-uncensored-k-l,gguf,2,364
wizardlm-13b-uncensored-xxs,gguf,1,147
wizardlm-13b-v1-0-uncensored,gguf,4,2599
wizardlm-13b-v1-0-uncensored,pt,1,1265
wizardlm-13b-v1-0-uncensored,safetensors,1,20
wizardlm-2-7b-abliterated,gguf,5,496
wizardlm-2-7b-abliterated-0-4-4,gguf,1,40
wizardlm-2-7b-abliterated-k-m,gguf,1,70
wizardlm-2-7b-abliterated-xs,gguf,1,41
wizardlm-2-7b-abliterated-xxs,gguf,1,262
wizardlm-30b-uncensored,gguf,3,1954
wizardlm-30b-uncensored,pt,1,30
wizardlm-30b-uncensored,safetensors,1,14
wizardlm-30b-uncensored-guanaco-supercot-30b,gguf,3,1124
wizardlm-30b-uncensored-guanaco-supercot-30b-xs,gguf,1,54
wizardlm-33b-v1-0-uncensored,gguf,5,1854
wizardlm-33b-v1-0-uncensored,pt,1,23
wizardlm-33b-v1-0-uncensored,safetensors,1,9
wizardlm-33b-v1-0-uncensored-superhot-8k,bin,1,20
wizardlm-7b-uncensored,bin,1,95
wizardlm-7b-uncensored,gguf,12,5996
wizardlm-7b-uncensored,pt,5,1649
wizardlm-7b-uncensored,safetensors,1,14
wizardlm-7b-uncensored-128g-compat-no-act-order,pt,2,48
wizardlm-7b-uncensored-128g-ooba-no-act-order,pt,1,13
wizardlm-7b-uncensored-ggccv1,bin,1,8
wizardlm-7b-uncensored-k-l,gguf,1,99
wizardlm-7b-uncensored-xxs,gguf,1,106
wizardlm-7b-v1-0-uncensored,gguf,5,1345
wizardlm-7b-v1-0-uncensored,pt,1,19
wizardlm-7b-v1-0-uncensored,safetensors,1,14
wizardlm-7b-v1-0-uncensored-128g-no-act-order,pt,1,11
wizardlm-uncensored-falcon-40b,gguf,3,595
wizardlm-uncensored-falcon-40b-ggccv1-k,bin,1,5
wizardlm-uncensored-falcon-7b,gguf,2,1361
wizardlm-uncensored-falcon-7b-sharded,bin,1,2
wizardlm-uncensored-supercot-storytelling-30b,gguf,1,2713
wizardlm-uncensored-supercot-storytelling-30b,pt,1,1013
wizardlm-uncensored-supercot-storytelling-30b,safetensors,1,28
wizardlm-uncensored-supercot-storytelling-30b-superhot-8k-32g,bin,1,11
wizardvicuna-uncensored-3b-0719,gguf,1,137
wizardvicuna-uncensored-3b-0719-xs,gguf,1,94
writing-roleplay-20k-context-nemo-12b-v1,bin,1,1
writing-roleplay-20k-context-nemo-12b-v1,gguf,6,5501
wukong-phi-3-instruct-ablated,gguf,1,115
wvush30b,pt,1,12
www-unlockios18-com,none,1,0
x-ray-alpha,gguf,1,35
xlm-align-base,bin,1,10
xortron22b-uncensored,gguf,5,348
xs-shi-cis-kestrel-uncensored-xs-00001-of-00002,gguf,1,44
xsum-unaligned-larget5,none,1,0
yi-1-5-34b-chat,pt,1,81
yi-1-5-34b-chat-abliterated,gguf,3,710
yi-1-5-34b-chat-abliterated,safetensors,2,34
yi-1-5-9b-chat,pt,1,9973
yi-1-5-9b-chat-16k,pt,1,9977
yi-1-5-9b-chat-16k-abliterated,gguf,3,743
yi-1-5-9b-chat-abliterated,gguf,3,493
yi-1-5-9b-chat-abliterated,safetensors,1,13
z4fr-freedom-art-ia,none,1,0
zephyr-3b-freedomrp-qlora-merged-xs,gguf,1,14
zephyr-7b-beta,bin,1,2
zetasepic-abliteratedv2-qwen2-5-32b-inst-basemerge-ties,bin,5,818
zeus-8b-v13-abliterated,gguf,2,430
zeus-8b-v17-abliterated,gguf,2,639
zeus-8b-v17-abliterated,safetensors,1,2
zeus-8b-v17-abliterated-v2,gguf,2,313
zeus-8b-v17-abliterated-v4,gguf,3,998
zeus-8b-v2,safetensors,1,13
zeus-8b-v2-abliterated,gguf,2,712
zeus-8b-v2-abliterated,safetensors,1,3
